component_id,F_ref,F_pred,dF
238,0.27823738,0.28061019929933195,0.002372819299331974
239,0.65980527,0.664444494611914,0.004639224611914017
240,-0.39837736,-0.40859509952911544,-0.010217739529115422
241,0.30249672,0.3084434053648337,0.005946685364833726
242,0.20968452,0.2175786303160443,0.007894110316044284
243,1.1170755,1.1000420564557505,-0.017033443544249627
244,-0.25555834,-0.25565414209359716,-9.580209359716374e-5
245,-0.19567969,-0.18689697722605814,0.008782712773941853
246,-0.62824508,-0.6302522880980863,-0.0020072080980862994
247,0.21575246,0.22095889330894103,0.005206433308941022
248,-0.03466873,-0.036538568431341734,-0.0018698384313417318
249,-0.77803862,-0.7581017094954523,0.01993691050454771
250,-1.22773641,-1.2435311875529198,-0.015794777552919914
251,0.25377962,0.25751407493529443,0.003734454935294451
252,0.36210153,0.3592235037895479,-0.002878026210452078
253,0.24574261,0.250479921842345,0.004737311842345021
254,0.47753568,0.4721820620682209,-0.005353617931779131
255,0.06015806,0.05997056748735208,-0.00018749251264792155
256,0.44175646,0.45412650033389923,0.012370040333899213
257,0.00200186,0.0029875667144222823,0.0009857067144222824
258,-0.41072664,-0.409079420652327,0.001647219347672979
259,0.01049463,0.01943195245025109,0.00893732245025109
260,-0.53889928,-0.5440195374986021,-0.005120257498602121
261,0.72008887,0.7245531500410305,0.0044642800410304995
262,-0.80171643,-0.8187215235008818,-0.01700509350088175
263,0.00551885,0.009877942347072066,0.004359092347072067
264,0.47873374,0.4870010212124102,0.00826728121241016
265,1.08145235,1.0941644035935472,0.012712053593547212
266,0.02623231,0.011958909987136668,-0.01427340001286333
267,0.9619086,0.9639247001270008,0.0020161001270008194
268,-0.16022924,-0.17112471459745038,-0.010895474597450383
269,0.27986422,0.27922577512024027,-0.0006384448797597253
270,0.45437377,0.45447258616207253,9.881616207252364e-5
271,0.296265,0.3079967053777448,0.011731705377744817
272,-0.0308073,-0.03444417419876,-0.0036368741987600033
273,-0.51564057,-0.519437933498121,-0.003797363498120987
274,-0.21844025,-0.22190829103310605,-0.0034680410331060507
275,-0.52414878,-0.5317218578152108,-0.007573077815210771
276,-0.27444738,-0.27067336209774207,0.0037740179022579534
277,0.07154999,0.07387734217920716,0.0023273521792071677
278,0.79603644,0.7913710942893875,-0.004665345710612501
279,-0.01035805,-0.012817919728591143,-0.0024598697285911422
280,-0.93028699,-0.9534391323514146,-0.023152142351414606
281,0.42646573,0.4320008486067306,0.005535118606730616
282,-0.17577119,-0.18223721492382233,-0.006466024923822339
283,0.14027766,0.1494716206526796,0.009193960652679606
284,-0.93670044,-0.9325380147739941,0.00416242522600585
285,-1.37621044,-1.3918607059837185,-0.015650265983718548
286,0.78817978,0.7854282460259228,-0.002751533974077236
287,-0.21621501,-0.20853777444058308,0.007677235559416934
288,0.0149979,0.025272969202689843,0.010275069202689844
289,-0.27076597,-0.2615758613097583,0.009190108690241727
290,-0.80570744,-0.8038617888489004,0.001845651151099692
291,-0.26408473,-0.26131529984168544,0.0027694301583145453
292,-0.69989624,-0.6963358047891965,0.003560435210803403
293,-0.08180826,-0.07634676510201055,0.005461494897989444
294,-0.01186512,-0.016672555743824313,-0.0048074357438243134
295,0.51289753,0.5104001267630824,-0.002497403236917606
296,-0.41989875,-0.4268739557176402,-0.006975205717640209
297,-0.00214449,-0.00297190970441763,-0.0008274197044176299
298,-0.06556799,-0.08412046360252212,-0.018552473602522115
299,0.11935107,0.12047083512159223,0.001119765121592231
300,0.49003434,0.48724335839196775,-0.0027909816080322614
301,0.11394335,0.12102361496396163,0.0070802649639616355
302,0.5192574,0.5296760371888811,0.010418637188881141
303,-0.27340408,-0.275679927950196,-0.0022758479501960305
304,0.24342073,0.2396350454689049,-0.003785684531095096
305,0.26200181,0.2537007060107815,-0.008301103989218517
306,-0.8079912,-0.8094043114052258,-0.0014131114052258198
307,0.44166996,0.45371306849680515,0.012043108496805177
308,1.06221988,1.0715565448619018,0.009336664861901767
309,0.44913127,0.4587825615818226,0.009651291581822596
310,-1.74567198,-1.7690329732868975,-0.023360993286897447
311,-0.31008491,-0.31905374382658713,-0.008968833826587141
312,0.60890358,0.6170478517397313,0.008144271739731312
313,0.07185249,0.05788298124594782,-0.013969508754052187
314,-0.89080675,-0.900052911457653,-0.009246161457653002
315,0.87145124,0.8833875624311003,0.011936322431100321
316,-0.64878755,-0.6600822814333469,-0.011294731433346916
317,-0.11118836,-0.12111959096632563,-0.00993123096632563
318,-0.51732155,-0.5191406227324875,-0.0018190727324874922
319,0.18356305,0.20006473951593584,0.016501689515935836
320,0.22278244,0.23100489423008996,0.008222454230089965
321,-0.47238653,-0.47840618453926975,-0.006019654539269725
322,1.34183712,1.3549210909693326,0.013083970969332448
323,0.13720576,0.14711869794805887,0.009912937948058864
324,-0.60480208,-0.6134980844829823,-0.008696004482982245
325,0.15623769,0.14916140123857424,-0.00707628876142577
326,0.48791762,0.48636915569751604,-0.001548464302483954
327,0.26923165,0.2781619334131329,0.0089302834131329
328,-0.11340303,-0.11473560153442897,-0.001332571534428964
329,-0.26548558,-0.2692445923525286,-0.0037590123525286234
330,-0.32227587,-0.3205128526981887,0.0017630173018113315
331,-0.00884074,-0.001328262970035965,0.007512477029964035
332,0.30380117,0.30635739106890725,0.0025562210689072384
333,0.56603447,0.5597471557586955,-0.006287314241304465
334,0.48751156,0.5004091802636736,0.012897620263673637
335,-0.22955707,-0.22970091385609484,-0.00014384385609483852
336,0.02148911,0.013231325781830172,-0.008257784218169827
337,-0.2520054,-0.24455359716783676,0.007451802832163235
338,-0.43212388,-0.4315267478052651,0.0005971321947348951
339,0.01045636,0.009042278247845204,-0.001414081752154796
340,0.6299733,0.6235696912617055,-0.006403608738294486
341,-0.3357555,-0.33702786498790677,-0.0012723649879067822
342,-0.20638048,-0.20489249020159528,0.0014879897984047263
343,0.63578685,0.6368690391533427,0.001082189153342683
344,-0.40872831,-0.4014877526228573,0.007240557377142687
345,0.94609639,0.9413110417435573,-0.004785348256442723
346,-1.36673591,-1.3724279883182096,-0.005692078318209504
347,-0.50259787,-0.5051791068606777,-0.0025812368606776825
348,-0.11138015,-0.11550104121589788,-0.004120891215897884
349,0.94510832,0.9480156037385221,0.002907283738522115
350,0.53058313,0.5360088983710711,0.005425768371071116
351,-0.14677513,-0.14254837688319055,0.004226753116809451
352,-0.04370597,-0.04653590240054939,-0.0028299324005493925
353,0.20845197,0.19979494129328867,-0.008657028706711312
354,-0.77832521,-0.7791911962751883,-0.0008659862751883018
355,0.04543455,0.050302747661664426,0.004868197661664429
356,0.65950482,0.6583434045269354,-0.0011614154730645865
357,-0.24697719,-0.2351997920344595,0.011777397965540504
358,-0.33127503,-0.33809388769726745,-0.006818857697267422
359,-0.67785556,-0.6862288798645118,-0.00837331986451173
360,0.75074171,0.7537415374339602,0.0029998274339602116
361,0.39830475,0.4010498192970484,0.0027450692970484303
362,-0.28991564,-0.27867602801661073,0.011239611983389242
363,-0.04394307,-0.04920509301315468,-0.005262023013154676
364,0.11216153,0.10595238998899248,-0.006209140011007516
365,-0.45915613,-0.458318049737912,0.0008380802620879813
366,0.05186845,0.04928286696789741,-0.002585583032102594
367,-0.82956236,-0.8198291560897619,0.00973320391023813
368,0.32076715,0.320627768630001,-0.0001393813699990254
369,-0.8129626,-0.8059263495394795,0.007036250460520477
370,-0.31444381,-0.3228317004615313,-0.008387890461531322
371,0.32088529,0.3173614322871784,-0.0035238577128215987
372,0.28553857,0.28111295830486027,-0.0044256116951397195
373,0.05390345,0.0585748083516382,0.004671358351638198
374,0.77238738,0.7792465321233975,0.006859152123397494
375,-0.48248975,-0.48815533399886135,-0.0056655839988613566
376,0.0134781,0.01848989063729256,0.005011790637292561
377,0.03686194,0.033334532423688445,-0.0035274075763115573
378,0.21396385,0.2201307323254159,0.006166882325415901
379,-0.19605727,-0.19454376210521573,0.0015135078947842717
380,0.2466237,0.2510290782994655,0.004405378299465523
381,0.95352832,0.9528886355993902,-0.0006396844006097968
382,0.49963488,0.4959920041501853,-0.0036428758498147085
383,0.01006751,0.0026978419407058807,-0.007369668059294119
384,-0.3829601,-0.38689037746109545,-0.003930277461095422
385,-0.20798675,-0.22196663741355493,-0.013979887413554937
386,0.62858566,0.6346957143533025,0.006110054353302474
387,-0.84310802,-0.8341359584337873,0.008972061566212663
388,0.2820744,0.27515802480084517,-0.006916375199154834
389,-1.32143576,-1.3307481648122914,-0.009312404812291453
390,0.29321231,0.29495454913651664,0.0017422391365166656
391,0.79379875,0.8010932597683524,0.007294509768352442
392,-0.00139845,0.005831349720865298,0.0072297997208652974
393,-0.380811,-0.3897217536213442,-0.008910753621344192
394,-0.43065978,-0.4351914825339822,-0.004531702533982218
395,0.35592435,0.34932316833073823,-0.006601181669261769
396,-0.67578484,-0.6734478771062113,0.0023369628937887077
397,-0.71503308,-0.7167531957477333,-0.0017201157477333417
398,0.12419771,0.13100407696723382,0.006806366967233815
399,0.2130534,0.20406136950834286,-0.008992030491657144
400,-0.09853478,-0.10394186129091842,-0.005407081290918422
401,0.56609587,0.570444669370963,0.004348799370963108
402,0.33458925,0.33992541760620376,0.005336167606203757
403,0.68886894,0.6837202295792348,-0.005148710420765146
404,0.02354893,0.026023451820597288,0.0024745218205972884
405,0.4399816,0.4412782294711235,0.0012966294711235227
406,0.16171957,0.16517449546033447,0.0034549254603344626
407,-0.19095394,-0.1935060047464617,-0.0025520647464617185
408,0.681097,0.6711351413210438,-0.00996185867895616
409,0.78142699,0.7731450728117153,-0.008281917188284749
410,0.44990807,0.44791133819697704,-0.0019967318030229553
411,0.52605471,0.5184249442728017,-0.007629765727198312
412,-1.08059696,-1.0737976699622234,0.006799290037776684
413,-0.08171936,-0.08359818981784328,-0.0018788298178432777
414,0.4631024,0.460765019286562,-0.002337380713438031
415,-0.37458282,-0.3756735163894618,-0.0010906963894617983
416,0.1300896,0.1319900007902688,0.0019004007902687914
417,-0.25725278,-0.25666709984652725,0.0005856801534727674
418,0.65565486,0.6501125553257658,-0.005542304674234111
419,-0.44042784,-0.4336520912148476,0.006775748785152413
420,0.2011331,0.2026289191877355,0.0014958191877355032
421,-0.16117914,-0.13285247194020577,0.028326668059794224
422,0.4032257,0.40428247444624876,0.0010567744462487427
423,-1.30990982,-1.3117485013018435,-0.0018386813018436143
424,-0.08842886,-0.08763510256562235,0.000793757434377651
425,0.75143849,0.7388898390319067,-0.012548650968093211
426,0.36254606,0.35820137554391696,-0.004344684456083048
427,0.29885928,0.2989872684780419,0.00012798847804190716
428,-0.40237463,-0.39400490422585177,0.00836972577414824
429,0.45677224,0.4587485974200072,0.00197635742000718
430,-0.50540062,-0.49957896838058957,0.005821651619410395
431,-0.99470441,-1.004886728211801,-0.010182318211801045
432,-0.50467562,-0.4844023724445423,0.020273247555457674
433,0.34078812,0.3336966208582872,-0.007091499141712809
434,0.46607714,0.4460115060479508,-0.02006563395204919
435,0.55697929,0.5354704554355225,-0.021508834564477497
436,0.36231327,0.3738807321135429,0.01156746211354287
437,-0.50523003,-0.5075228887981896,-0.0022928587981896342
438,1.26890169,1.2925589631967598,0.0236572731967597
439,0.09745727,0.10738301057791233,0.009925740577912331
440,0.94914087,0.953423689079345,0.004282819079345024
441,-0.67527938,-0.6756703367346817,-0.0003909567346817022
442,0.12962599,0.1236406713505307,-0.005985318649469301
443,0.7396946,0.7417283599175688,0.0020337599175688226
444,0.68531053,0.6854416342516512,0.00013110425165119288
445,-0.37090869,-0.38504483311805693,-0.014136143118056943
446,-0.32158029,-0.3108760796700789,0.010704210329921082
447,-0.5420437,-0.563380392168952,-0.021336692168951954
448,0.17734568,0.17708501600814586,-0.0002606639918541487
449,0.49980985,0.5065979143933758,0.006788064393375759
450,0.32147309,0.33416987765058714,0.012696787650587127
451,0.38113544,0.3788707200822916,-0.00226471991770838
452,-0.52450804,-0.5214606725061421,0.003047367493857811
453,-0.73735384,-0.7461099774053426,-0.008756137405342534
454,-0.17171279,-0.16441302839028538,0.007299761609714628
455,-0.32175662,-0.3299578058162518,-0.008201185816251788
456,-0.14227012,-0.1332919544832757,0.008978165516724312
457,0.17095868,0.1651067502335124,-0.005851929766487601
458,-0.3397182,-0.3525076549712538,-0.012789454971253778
459,-0.25844424,-0.26075087874892966,-0.002306638748929668
460,-0.58042152,-0.5787085373108258,0.0017129826891741917
461,-0.41194063,-0.40274784975807576,0.009192780241924214
462,0.10836133,0.12436475974071426,0.016003429740714253
463,-0.69686034,-0.689863766954625,0.006996573045374932
464,0.40988112,0.40021733296571593,-0.009663787034284055
465,-0.39198481,-0.40056702810566325,-0.00858221810566323
466,0.37107319,0.37094476119886544,-0.00012842880113456134
467,0.82795539,0.8264743715837681,-0.0014810184162318274
468,-0.60226656,-0.597477860654466,0.004788699345534053
469,0.97980434,0.9812872123756602,0.001482872375660138
470,-1.3510381,-1.3266112719010668,0.024426828098933262
471,-0.72620389,-0.7304471926846554,-0.004243302684655448
472,0.00502666,-0.0022737679333104666,-0.007300427933310466
473,0.10917791,0.10868981357920793,-0.00048809642079207516
474,0.75105672,0.7473147835051428,-0.003741936494857212
475,-0.32884263,-0.3306619853329984,-0.0018193553329983736
476,0.04120164,0.029659211306737543,-0.011542428693262455
477,-0.12460215,-0.1300287008856511,-0.00542655088565111
478,-0.86678266,-0.860929575758659,0.005853084241341011
479,-0.2671666,-0.2611179754526056,0.0060486245473943545
480,0.50836603,0.5184038480912414,0.01003781809124138
481,0.30399736,0.2970645206172158,-0.006932839382784217
482,-0.82415292,-0.8193987626289294,0.004754157371070544
483,0.39544098,0.3878028031392784,-0.007638176860721602
484,0.65876894,0.6629430439942254,0.004174103994225464
485,0.88629662,0.8746604544008438,-0.011636165599156145
486,0.41470352,0.4250702354019089,0.010366715401908921
487,-0.09015383,-0.08590282567577923,0.004251004324220778
488,-0.19113131,-0.19793689462594521,-0.006805584625945216
489,-1.2956827,-1.3119939659158946,-0.0163112659158946
490,-0.67970736,-0.6779506232348549,0.001756736765145095
491,0.91736507,0.9265231717822116,0.009158101782211547
492,-0.08125335,-0.07482428956786435,0.006429060432135647
493,-0.91364258,-0.8985444136352125,0.015098166364787446
494,-0.27324893,-0.2723305703914414,0.0009183596085586276
495,-0.13880571,-0.13443542435625844,0.004370285643741562
496,-0.04288663,-0.03971122709335262,0.003175402906647383
497,-0.14882301,-0.14697238982772132,0.0018506201722786886
498,0.30210564,0.3014552755372397,-0.0006503644627602889
499,0.58961377,0.5890482618125503,-0.0005655081874497148
500,-0.50445842,-0.5101607309415646,-0.005702310941564592
501,-0.33482946,-0.3306400451656346,0.0041894148343654125
502,0.45999133,0.45257439572923985,-0.007416934270760123
503,-1.14754507,-1.1421597146823934,0.005385355317606644
