V_BCC,DeltaE_BCC,V_FCC,DeltaE_FCC
11.611152238500004,1.4727328186129167,12.469167560249998,1.0396296051234089
12.172887066868805,1.0425047890507209,13.07241223015744,0.7304631520751794
12.752453272776965,0.712457920952918,13.694805941417634,0.492862460776049
13.350129471498542,0.45052137203692944,14.336647897801743,0.3168134607419262
13.966194278307581,0.2488109424691416,14.998237303080899,0.19799663261419198
14.600926308478137,0.10765136944015552,15.679873361026248,0.13273086160646308
15.25460417728426,0.02606318565289989,16.38185527540889,0.11671445478944342
15.927506499999993,0.0,17.10448225,0.14487231319062488
16.619911891899406,0.023424049351726595,17.848053488570695,0.21162552373493604
17.332098968256563,0.08962860301345721,18.612868194892123,0.3116326913176124
18.064346344345484,0.19214250716093417,19.399225572735425,0.4404866797513236
18.816932635440228,0.3251209146911176,20.207424825871723,0.5948597453017399
19.59013645681487,0.48352273300917226,21.03776515807217,0.7721636856244452
20.384236423743452,0.6632793315384244,21.890545773107885,0.9700624002511464
21.199511151500005,0.8613553946751011,22.766065874750012,1.186230210155447
