order,totaldegree,rcut,basis_lenght,train_rmse_E,train_rmse_F,train_mae_E,train_mae_F,test_rmse_E,test_rmse_F,test_mae_E,test_mae_F,validation_rmse_E,validation_rmse_F,validation_mae_E,validation_mae_F,time_per_force_ms,time_per_energy_ms,time_for_train
3,3,4.5,6,3.9224090776640668,0.16939637431195517,3.0128351039603327,0.12917513075758447,4.492469140588919,0.18292743175932644,3.309431765236314,0.13637276090513273,4.188492455106689,0.17023543731904872,3.3726430224064665,0.12972056504086332,1.2306759357452393,0.5928599834442139,411.78039383888245
3,3,7.5,6,5.993383028954853,0.15141154264466186,4.663454848260172,0.11834839545671644,6.197053461714243,0.15309262893781048,4.685559262892376,0.11800904433470577,6.082282282197331,0.14472647322999513,4.920077435399861,0.1144070088203964,7.611427068710327,3.062749147415161,420.8031499385834
3,6,4.5,25,1.426191150951674,0.056020938793717494,1.015174198556251,0.04234451116358328,1.8027229654258352,0.06018990080532504,1.2506195775146622,0.0447964739942132,1.228102519095072,0.055277455503530734,0.9789890234385958,0.04158823322003776,8.335721969604492,3.2490789890289307,421.5114459991455
3,6,7.5,25,0.68206793516639,0.031635090015242145,0.46773956908084574,0.023375035235932172,0.7496761894450766,0.03480319185431743,0.5023200363479555,0.024959501832879843,0.7108632225314964,0.03194874515054052,0.47747273605581364,0.02339494762088517,8.734419107437134,3.918592929840088,422.95320296287537
3,9,4.5,78,0.32264650684684887,0.016132471789395707,0.22934186271263898,0.01143318300970174,0.3823286213005991,0.01803354723095061,0.24798631615955932,0.012313466094150379,0.29243559198144486,0.016015253380484675,0.19656791382688016,0.011164986104553545,9.31813907623291,3.9008841514587402,425.84094500541687
3,9,7.5,78,0.33312115287265376,0.01708981131150726,0.23707864520562189,0.012089783612454141,0.33653563144394016,0.018818465849530047,0.2228076200654172,0.01290087720439689,0.31675894841480423,0.016635030111941423,0.22590953314309084,0.011694640934592524,9.19970703125,3.526279926300049,427.3518271446228
3,12,4.5,211,0.19594988429158508,0.010246558807209493,0.13502461451821743,0.007263783617955125,0.21389870465372818,0.011597268924555697,0.13996151830850084,0.00796543480319467,0.21881502028499805,0.010243684149367986,0.14605857278674841,0.007083125985388983,9.574604034423828,3.563755989074707,445.32897305488586
3,12,7.5,211,0.20801752697140122,0.011402928414625474,0.14706694872783974,0.008072749081708363,0.24351892015187282,0.01298867755320175,0.15630792637254606,0.008892489996361417,0.22056018333599703,0.010973792875142005,0.15334281249324752,0.007698339411460638,10.208541870117188,3.6795339584350586,459.8225739002228
4,3,4.5,6,3.9224090776616567,0.16939637431195523,3.0128351039580563,0.1291751307575846,4.492469140587413,0.1829274317593265,3.309431765233898,0.13637276090513267,4.1884924551041784,0.17023543731904872,3.372643022403684,0.12972056504086332,8.182209014892578,3.085387945175171,425.29959893226624
4,3,7.5,6,5.99338302895494,0.1514115426446618,4.663454848260291,0.11834839545671642,6.197053461714767,0.1530926289378105,4.685559262893134,0.11800904433470576,6.082282282197361,0.14472647322999507,4.920077435400809,0.1144070088203964,8.119685173034668,3.1229870319366455,416.392058134079
4,6,4.5,29,1.4178214189361413,0.05579763618020477,1.010951695554325,0.042222139918387594,1.8176291127116813,0.059856786045773,1.2544987200593856,0.044591340069621635,1.2488463602800195,0.055222861290276544,0.9889870861250335,0.04144967614796208,8.310117959976196,3.2620768547058105,418.67238998413086
4,6,7.5,29,0.636963006473874,0.030534106664277597,0.4464061686993956,0.022531596353445975,0.7141136055075249,0.03390700053565977,0.4770549262356264,0.024148503129480924,0.6797712109057039,0.03086206090436506,0.4741977442106915,0.02253512642925673,8.81554913520813,3.3435800075531006,418.1862530708313
4,9,4.5,104,0.317880238412071,0.01567866634229396,0.2249512137930265,0.011188183441698852,0.3749281025114323,0.017621744120509597,0.23935976973310363,0.01200761595514068,0.28557876254070064,0.015473482185831963,0.19154481643853435,0.01091733393417933,8.921667098999023,3.4286937713623047,428.6887159347534
4,9,7.5,104,0.3257964453420422,0.016605897268977193,0.22848579875016567,0.011670680262522982,0.3378688869058184,0.01845770208752366,0.2171208872107755,0.012634799304963959,0.34245735184551523,0.016075617920216004,0.22806714471096018,0.0112447706671754,9.512402057647705,3.4881298542022705,427.78124809265137
4,12,4.5,338,0.1861643041152828,0.009660674444240428,0.1266452170585071,0.00685355810401925,0.20113354987863735,0.011756483670867776,0.1324046375643088,0.007662401840917408,0.21729307063330597,0.0097657790429998,0.13953633610637914,0.006699304982784485,10.436139106750488,3.6175169944763184,483.3388228416443
4,12,7.5,338,0.1798963089742031,0.009949950273016843,0.1253243947048477,0.007071093797418974,0.22720815840196026,0.011492079065476642,0.14387617767978847,0.007850676642694693,0.17857902487904256,0.009917886734040706,0.12884506898735992,0.006924357050546135,10.421535015106201,3.5565128326416016,470.5649719238281
5,3,4.5,6,3.9224090776756895,0.16939637431195492,3.012835103972076,0.1291751307575845,4.492469140597752,0.18292743175932627,3.309431765252609,0.13637276090513256,4.188492455119054,0.17023543731904833,3.3726430224216246,0.12972056504086335,8.177876949310303,3.100527048110962,417.56701397895813
5,3,7.5,6,5.993383028953942,0.1514115426446618,4.663454848270502,0.11834839545671638,6.197053461710428,0.15309262893781056,4.6855592629048335,0.11800904433470583,6.082282282192483,0.144726473229995,4.920077435398203,0.11440700882039632,7.616554021835327,3.1466729640960693,425.4960069656372
5,6,4.5,31,1.4199781170778412,0.05566844775591413,1.008789362605882,0.04209118535869583,1.8163911856746766,0.059888580381734766,1.2538688921404528,0.0445576027188116,1.2457656373106438,0.055112183997958336,0.9932821790553585,0.04133851486664638,8.802127838134766,3.3631670475006104,429.6280369758606
5,6,7.5,31,0.6008850367287322,0.028423922587856164,0.415444126357044,0.02087278189222295,0.7097014307327647,0.031677958410278775,0.4673254975617998,0.022455336330228306,0.648740198791161,0.028376314976069072,0.4496784212336161,0.02053512996281357,9.049967050552368,3.709496021270752,430.976145029068
5,9,4.5,119,0.3062033092032686,0.015165839727812599,0.21651784975798583,0.010793164655500296,0.36348537126998476,0.017329948262642073,0.22791357739449108,0.011678239451356428,0.26956499586987404,0.01488833316382049,0.1825799941987801,0.010520066834635414,9.468189001083374,3.8251330852508545,437.2023539543152
5,9,7.5,119,0.3212976852509347,0.016300290473917893,0.2268199914703033,0.011535022963296438,0.3250311460436761,0.018435468021202273,0.2155951779448273,0.012636131654165605,0.3258254036907713,0.015799315109038394,0.23178116932349724,0.011142151264196907,9.592916011810303,4.248962879180908,436.579537153244
5,12,4.5,423,0.1830196092381289,0.009518648971468284,0.12428150354254691,0.006761361366077874,0.19799650666436144,0.011907602760576582,0.1322964426083099,0.00765750522365796,0.21363724458013084,0.009722603031700486,0.13838249810635972,0.006636940996450211,10.219920873641968,3.4751038551330566,487.895222902298
5,12,7.5,423,0.19210505846075207,0.009895650211509486,0.14221630074176148,0.007052491902935571,0.2329057924360524,0.011903975468290227,0.1553982526402938,0.007974852175834555,0.19179925431305006,0.009915258306629942,0.14980437613599426,0.006947663462533267,10.162412881851196,3.3180980682373047,495.32975602149963
6,3,4.5,6,3.9224090776651224,0.1693963743119551,3.0128351039615566,0.12917513075758455,4.49246914059006,0.18292743175932644,3.309431765238351,0.1363727609051327,4.188492455107318,0.17023543731904867,3.3726430224074138,0.12972056504086327,6.681889057159424,3.795922040939331,426.05177211761475
6,3,7.5,6,5.993383028953575,0.1514115426446618,4.6634548482694225,0.11834839545671645,6.197053461711809,0.15309262893781042,4.6855592629049285,0.11800904433470584,6.082282282193352,0.14472647322999505,4.920077435398914,0.1144070088203964,8.287184953689575,3.158352851867676,426.83427691459656
6,6,4.5,32,1.4196007428945987,0.05563078036617821,1.0096313213804964,0.042093734505980626,1.8135522884925148,0.0598889536009594,1.2544735023980873,0.044603209145882894,1.2469522289368253,0.055138817323831614,0.9974001817271371,0.04141629875015835,8.697139024734497,3.3435730934143066,429.5151469707489
6,6,7.5,32,0.5948817951997125,0.028313487578962494,0.4127308374936097,0.020786559525316935,0.7149297014912488,0.03172021534126831,0.4657070872584394,0.022479431408681593,0.6372991342158656,0.028145224388422763,0.44230987020762075,0.0204093282779866,8.472468852996826,3.5656158924102783,429.48949813842773
6,9,4.5,127,0.30496232208251245,0.015112241653140377,0.21529448460625308,0.010762875616456497,0.36407965965043554,0.01725596414064946,0.22575003657572998,0.011617284199379591,0.26513977137426065,0.014869301564065015,0.1777044280197278,0.010509045211249528,8.89966893196106,3.638715982437134,451.9924111366272
6,9,7.5,127,0.3186724981301372,0.01642869752853117,0.22402815458270506,0.011592517774358595,0.3206587103014077,0.01834711274562408,0.20809028677344799,0.012542845772104882,0.33827175772157697,0.016052127390280467,0.2187138033631205,0.01124156607574666,9.351896047592163,4.331039905548096,462.8775110244751
6,12,4.5,473,0.183001867033637,0.009481301303915876,0.12416327517128264,0.006735745687699673,0.19582906736259945,0.011622746373082285,0.1320122645645109,0.0076365320702186865,0.21812903531847602,0.009842112699354177,0.14209759691929946,0.0066832051670407495,10.096648931503296,3.8217051029205322,511.58710503578186
6,12,7.5,473,0.17867833898654348,0.009947114514641045,0.12507810783672008,0.007085251176735356,0.2425300223409297,0.011770212277870713,0.15105720119773736,0.007962344100816515,0.19362762441341858,0.010137095692754425,0.13911091275128723,0.007072804020663283,10.185051202774048,3.343487024307251,510.68740487098694
3,3,10.5,6,2.576291379568551,0.1140251512541404,1.8702440268347331,0.08601480358175718,3.065684590749641,0.122431562700044,2.150381876661278,0.08975670710447921,2.4946385590847404,0.1081859711755711,1.8219622200752759,0.08345001737608806,21.025859117507935,10.5237557888031,565.5865931510925
3,6,10.5,25,0.6138593482552732,0.028791077813322834,0.4248100589429079,0.021202933257590432,0.6499884524700554,0.031463654668327894,0.428659332502536,0.022623907354006326,0.5317491951737395,0.028246466026898107,0.40270285175877757,0.020573838262154226,23.010375022888184,10.816104888916016,588.2816908359528
3,9,10.5,78,0.30892492510006403,0.016312933510523566,0.21939398771769553,0.011678707697967139,0.34569176871775475,0.01837871229542361,0.2296912617087917,0.012818343174665759,0.3061358497965508,0.015537618934851708,0.20375107416950772,0.011055784947319791,25.81049108505249,11.57694411277771,629.9216001033783
3,12,10.5,211,0.2046102790988527,0.011566602200163804,0.1472993339641546,0.00820279134390537,0.23905322668200804,0.013123853571169538,0.16952986759931102,0.008956532906891997,0.19607116801784902,0.011237201951809665,0.14395224413199514,0.00789123350050585,28.610342979431152,11.495678901672363,751.7873868942261
4,3,10.5,6,2.576291379572966,0.11402515125414033,1.8702440268460492,0.08601480358175734,3.0656845907124817,0.12243156270004392,2.150381876635888,0.08975670710447915,2.4946385590855313,0.1081859711755711,1.8219622200729073,0.08345001737608816,22.671777963638306,10.502717971801758,592.2005710601807
4,6,10.5,29,0.5978122411313406,0.02778284508557468,0.4252883551451242,0.020591162599858343,0.6027421220491294,0.030693583518800523,0.4207597727056959,0.02215520117220493,0.5062890066273587,0.027025864797004737,0.37976678254002155,0.02000109477667327,24.34138011932373,11.31757116317749,602.0914628505707
4,9,10.5,104,0.28704281462567705,0.015246517952007021,0.20251138882719666,0.010764490061180885,0.28777317380246364,0.01734761491257593,0.1894938863007075,0.011729242228127604,0.2892173113237368,0.014941241306762077,0.19292539783914245,0.010338793927970253,26.3731050491333,11.499167919158936,637.7779998779297
4,12,10.5,338,0.18456348474113268,0.01023758058559895,0.12878203847797526,0.007253131096960003,0.21273959399816872,0.011691138935696134,0.14574851074121634,0.007899841654046846,0.1885093710118089,0.010178782990966867,0.1313795484879421,0.007143484663295032,28.576285123825073,11.56137204170227,828.0657370090485
5,3,10.5,6,2.5762913795749602,0.11402515125414034,1.8702440268566283,0.08601480358175774,3.065684590671128,0.1224315627000435,2.1503818766063296,0.0897567071044795,2.4946385591050766,0.10818597117557151,1.8219622200923289,0.08345001737608873,22.595537900924683,10.108723878860474,593.8674428462982
5,6,10.5,31,0.5948221500512201,0.027482411257223834,0.42050800625240076,0.02041115096702402,0.5942585774426935,0.03011893348906026,0.42058043111631827,0.021821842668090063,0.4944437196882298,0.02679137324977484,0.372434575764243,0.01981207708415362,25.02126693725586,11.215896844863892,605.7019097805023
5,9,10.5,119,0.2954641354535612,0.014991938900271446,0.20736629052961372,0.010632910582822917,0.2882543490959956,0.01706381550024304,0.19363871046063963,0.011605526018001218,0.28749810143947385,0.01453901275349694,0.18854456189885127,0.010149860125077091,26.598480939865112,11.821632146835327,656.4064178466797
